"15625.jpg,'Tomato leaf yellow virus',?"
"9543.jpg,'Bell_pepper leaf',?"
"15263.jpg,'Tomato leaf yellow virus',?"
"15846.jpg,'Tomato leaf bacterial spot',?"
"9894.jpg,'Tomato leaf',?"
"8466.jpg,'Blueberry leaf',?"
"10797.jpg,'Apple leaf',?"
"10934.jpg,'Tomato Septoria leaf spot',?"
"4837.jpg,'Apple rust leaf',?"
"19394.jpg,'Corn Gray leaf spot',?"
"10549.jpg,'Corn Gray leaf spot',?"
"19191.jpg,'Bell_pepper leaf spot',?"
"10798.jpg,'Peach leaf',?"
"9019.jpg,'Peach leaf',?"
"5432.jpg,'Tomato Septoria leaf spot',?"
"14731.jpg,'Bell_pepper leaf spot',?"
"16683.jpg,'Tomato Septoria leaf spot',?"
"8284.jpg,'grape leaf black rot',?"
"12570.jpg,'Apple leaf',?"
"4350.jpg,'Strawberry leaf',?"
"18386.jpg,'Bell_pepper leaf',?"
"11474.jpg,'Peach leaf',?"
"3233.jpg,'Peach leaf',?"
"19030.jpg,'grape leaf black rot',?"
"16708.jpg,'Tomato leaf bacterial spot',?"
"6236.jpg,'Corn Gray leaf spot',?"
"9824.jpg,'Tomato Septoria leaf spot',?"
"4070.jpg,'Tomato Early blight leaf',?"
"10568.jpg,'Corn leaf blight',?"
"18837.jpg,'Tomato mold leaf',?"
"6243.jpg,'Strawberry leaf',?"
"4412.jpg,'Bell_pepper leaf',?"
"13140.jpg,'Blueberry leaf',?"
"18820.jpg,'Blueberry leaf',?"
"14193.jpg,'Potato leaf early blight',?"
"2682.jpg,'Tomato Early blight leaf',?"
"1568.jpg,'Tomato leaf bacterial spot',?"
"9370.jpg,'grape leaf black rot',?"
"7218.jpg,'Tomato Septoria leaf spot',?"
"1194.jpg,'Tomato leaf',?"
"1938.jpg,'Bell_pepper leaf',?"
"13344.jpg,'Blueberry leaf',?"
"19989.jpg,'Blueberry leaf',?"
"15640.jpg,'Apple rust leaf',?"
"18685.jpg,'Potato leaf late blight',?"
"2854.jpg,'Bell_pepper leaf',?"
"1877.jpg,'Tomato leaf bacterial spot',?"
"14904.jpg,'Corn Gray leaf spot',?"
"18933.jpg,'Tomato leaf mosaic virus',?"
"11214.jpg,'Corn Gray leaf spot',?"
"18541.jpg,'Strawberry leaf',?"
"6710.jpg,'Tomato Early blight leaf',?"
"4735.jpg,'Tomato leaf bacterial spot',?"
"15927.jpg,'Tomato Septoria leaf spot',?"
"16210.jpg,'Tomato Early blight leaf',?"
"5361.jpg,'Peach leaf',?"
"12533.jpg,'Apple rust leaf',?"
"6465.jpg,'Apple rust leaf',?"
"11743.jpg,'Tomato leaf mosaic virus',?"
"10194.jpg,'Peach leaf',?"
"6745.jpg,'Potato leaf early blight',?"
"6500.jpg,'grape leaf black rot',?"
"16295.jpg,'Apple leaf',?"
"1952.jpg,'Corn leaf blight',?"
"6249.jpg,'Strawberry leaf',?"
"11497.jpg,'Apple leaf',?"
"13118.jpg,'Tomato Early blight leaf',?"
"7194.jpg,'Tomato leaf yellow virus',?"
"2178.jpg,'Bell_pepper leaf spot',?"
"18434.jpg,'Apple leaf',?"
"16904.jpg,'Corn Gray leaf spot',?"
"18332.jpg,'Tomato mold leaf',?"
"14792.jpg,'Tomato leaf mosaic virus',?"
"6532.jpg,'Strawberry leaf',?"
"12596.jpg,'Peach leaf',?"
"4893.jpg,'Bell_pepper leaf spot',?"
"15220.jpg,'Apple leaf',?"
"19481.jpg,'Blueberry leaf',?"
"18231.jpg,'Tomato leaf bacterial spot',?"
"10099.jpg,'Tomato Septoria leaf spot',?"
"14643.jpg,'Tomato leaf mosaic virus',?"
"14619.jpg,'Apple leaf',?"
"10683.jpg,'Corn leaf blight',?"
"19685.jpg,'Potato leaf late blight',?"
"15563.jpg,'Tomato leaf mosaic virus',?"
"2152.jpg,'Tomato leaf bacterial spot',?"
"13654.jpg,'Bell_pepper leaf',?"
"1560.jpg,'Tomato leaf mosaic virus',?"
"1801.jpg,'Bell_pepper leaf',?"
"3643.jpg,'Tomato Early blight leaf',?"
"1776.jpg,'Apple rust leaf',?"
"2605.jpg,'Apple rust leaf',?"
"6440.jpg,'Tomato Septoria leaf spot',?"
"11162.jpg,'Corn rust leaf',?"
"8723.jpg,'Corn leaf blight',?"
"2104.jpg,'Strawberry leaf',?"
"18354.jpg,'Corn rust leaf',?"
"15005.jpg,'Tomato mold leaf',?"
"19874.jpg,'Tomato mold leaf',?"
"13272.jpg,'Potato leaf late blight',?"
"3094.jpg,'grape leaf black rot',?"
"15324.jpg,'Blueberry leaf',?"
"7664.jpg,'Tomato leaf mosaic virus',?"
"12583.jpg,'Bell_pepper leaf',?"
"12042.jpg,'Corn leaf blight',?"
"5936.jpg,'Tomato leaf mosaic virus',?"
"14826.jpg,'Blueberry leaf',?"
"13560.jpg,'Potato leaf late blight',?"
"9419.jpg,'Corn rust leaf',?"
"18660.jpg,'Bell_pepper leaf',?"
"16141.jpg,'Tomato mold leaf',?"
"11575.jpg,'Bell_pepper leaf spot',?"
"8846.jpg,'Tomato leaf',?"
"12618.jpg,'Bell_pepper leaf spot',?"
"9536.jpg,'Tomato leaf',?"
"1542.jpg,'Tomato leaf',?"
"4353.jpg,'Tomato leaf',?"
"2148.jpg,'Tomato mold leaf',?"
"15993.jpg,'Tomato leaf',?"
"11989.jpg,'Corn leaf blight',?"
"12860.jpg,'Blueberry leaf',?"
"18572.jpg,'Tomato leaf',?"
"9077.jpg,'Blueberry leaf',?"
"18017.jpg,'Potato leaf early blight',?"
"13800.jpg,'Potato leaf late blight',?"
"19673.jpg,'Potato leaf late blight',?"
"5947.jpg,'Tomato leaf yellow virus',?"
"12581.jpg,'Blueberry leaf',?"
"6566.jpg,'Tomato leaf yellow virus',?"
"17599.jpg,'Peach leaf',?"
"16220.jpg,'Apple rust leaf',?"
"5255.jpg,'Apple leaf',?"
"6958.jpg,'Corn Gray leaf spot',?"
"10470.jpg,'Corn rust leaf',?"
"15783.jpg,'Bell_pepper leaf spot',?"
"15499.jpg,'Corn Gray leaf spot',?"
"12214.jpg,'Tomato leaf bacterial spot',?"
"6917.jpg,'grape leaf black rot',?"
"8279.jpg,'Potato leaf late blight',?"
"17980.jpg,'Bell_pepper leaf spot',?"
"1032.jpg,'Apple leaf',?"
"2402.jpg,'Tomato Early blight leaf',?"
"11967.jpg,'Corn Gray leaf spot',?"
"5367.jpg,'Corn leaf blight',?"
"1675.jpg,'Tomato Early blight leaf',?"
"4433.jpg,'Blueberry leaf',?"
"9831.jpg,'Tomato leaf yellow virus',?"
"2241.jpg,'Potato leaf late blight',?"
"1707.jpg,'Corn leaf blight',?"
"12536.jpg,'Bell_pepper leaf spot',?"
"15076.jpg,'Tomato leaf bacterial spot',?"
"7627.jpg,'Bell_pepper leaf',?"
"10731.jpg,'Apple leaf',?"
"10964.jpg,'Tomato leaf bacterial spot',?"
"17905.jpg,'Blueberry leaf',?"
"1641.jpg,'Tomato leaf mosaic virus',?"
"5506.jpg,'Potato leaf early blight',?"
"17907.jpg,'Corn leaf blight',?"
"10920.jpg,'grape leaf black rot',?"
"18605.jpg,'Strawberry leaf',?"
"12081.jpg,'Tomato leaf bacterial spot',?"
"12215.jpg,'Bell_pepper leaf',?"
"10268.jpg,'Bell_pepper leaf',?"
"15173.jpg,'Tomato leaf mosaic virus',?"
"12427.jpg,'Apple rust leaf',?"
"19986.jpg,'Corn leaf blight',?"
"12772.jpg,'Corn leaf blight',?"
"10294.jpg,'Tomato leaf bacterial spot',?"
"8503.jpg,'Apple leaf',?"
"18040.jpg,'Strawberry leaf',?"
"4799.jpg,'Peach leaf',?"
"3160.jpg,'Tomato leaf mosaic virus',?"
"18911.jpg,'grape leaf black rot',?"
"16395.jpg,'Bell_pepper leaf',?"
"5049.jpg,'Tomato leaf yellow virus',?"
"9736.jpg,'Corn rust leaf',?"
"19923.jpg,'Corn rust leaf',?"
"3079.jpg,'Bell_pepper leaf spot',?"
"3140.jpg,'Tomato leaf yellow virus',?"
"3155.jpg,'Corn leaf blight',?"
"4295.jpg,'Apple rust leaf',?"
"12800.jpg,'Bell_pepper leaf',?"
"15169.jpg,'Blueberry leaf',?"
"2452.jpg,'Tomato leaf yellow virus',?"
"18008.jpg,'Bell_pepper leaf spot',?"
"14815.jpg,'grape leaf black rot',?"
"7277.jpg,'Corn Gray leaf spot',?"
"2486.jpg,'Peach leaf',?"
"16713.jpg,'grape leaf black rot',?"
"12169.jpg,'Tomato Early blight leaf',?"
"2497.jpg,'Apple rust leaf',?"
"14673.jpg,'Tomato leaf bacterial spot',?"
"10662.jpg,'Tomato mold leaf',?"
"5950.jpg,'Potato leaf late blight',?"
"14512.jpg,'Potato leaf late blight',?"
"3832.jpg,'Tomato leaf yellow virus',?"
"19081.jpg,'Bell_pepper leaf spot',?"
"15926.jpg,'Apple rust leaf',?"
"3663.jpg,'Tomato leaf mosaic virus',?"
"7193.jpg,'Tomato leaf bacterial spot',?"
"7524.jpg,'Corn Gray leaf spot',?"
"8914.jpg,'Corn leaf blight',?"
"16986.jpg,'Apple leaf',?"
"9999.jpg,'Tomato leaf yellow virus',?"
"9925.jpg,'Corn Gray leaf spot',?"
"3289.jpg,'Tomato leaf yellow virus',?"
"4108.jpg,'Apple leaf',?"
"1563.jpg,'grape leaf black rot',?"
"3305.jpg,'Bell_pepper leaf spot',?"
"19386.jpg,'Blueberry leaf',?"
"1780.jpg,'Potato leaf early blight',?"
"19820.jpg,'grape leaf black rot',?"
"3092.jpg,'Tomato Early blight leaf',?"
"16247.jpg,'Tomato Septoria leaf spot',?"
"10178.jpg,'Tomato mold leaf',?"
"10302.jpg,'Tomato Septoria leaf spot',?"
"18092.jpg,'Tomato Early blight leaf',?"
"2245.jpg,'Tomato Septoria leaf spot',?"
"13199.jpg,'Potato leaf early blight',?"
"17209.jpg,'Tomato leaf',?"
"7319.jpg,'Tomato leaf',?"
"14537.jpg,'Potato leaf late blight',?"
"10292.jpg,'Apple rust leaf',?"
"17259.jpg,'Corn rust leaf',?"
"16906.jpg,'Corn Gray leaf spot',?"
"18753.jpg,'Tomato leaf bacterial spot',?"
"3907.jpg,'Tomato Septoria leaf spot',?"
"12903.jpg,'Potato leaf early blight',?"
"13453.jpg,'Potato leaf late blight',?"
"13725.jpg,'Bell_pepper leaf',?"
"18696.jpg,'Tomato leaf bacterial spot',?"
"3320.jpg,'grape leaf black rot',?"
"6334.jpg,'Tomato leaf yellow virus',?"
"4425.jpg,'Bell_pepper leaf spot',?"
"7261.jpg,'Strawberry leaf',?"
"15929.jpg,'Peach leaf',?"
"15176.jpg,'Bell_pepper leaf',?"
"1409.jpg,'Tomato leaf mosaic virus',?"
"1080.jpg,'Blueberry leaf',?"
"19102.jpg,'Corn Gray leaf spot',?"
"6021.jpg,'Peach leaf',?"
"19824.jpg,'Corn leaf blight',?"
"8767.jpg,'Corn Gray leaf spot',?"
"11727.jpg,'Tomato leaf yellow virus',?"
"14968.jpg,'Potato leaf late blight',?"
"2135.jpg,'Corn rust leaf',?"
"3216.jpg,'Strawberry leaf',?"
"8399.jpg,'Potato leaf late blight',?"
"13069.jpg,'Tomato mold leaf',?"
"12913.jpg,'Strawberry leaf',?"
"7858.jpg,'Tomato leaf mosaic virus',?"
"10211.jpg,'Tomato leaf mosaic virus',?"
"9998.jpg,'Bell_pepper leaf',?"
"19797.jpg,'Tomato leaf',?"
"18851.jpg,'Strawberry leaf',?"
"16329.jpg,'Tomato mold leaf',?"
"1058.jpg,'Corn leaf blight',?"
"19336.jpg,'grape leaf black rot',?"
"5340.jpg,'Tomato leaf bacterial spot',?"
"14003.jpg,'Potato leaf early blight',?"
"8222.jpg,'grape leaf black rot',?"
"18871.jpg,'Bell_pepper leaf',?"
"9820.jpg,'Tomato Early blight leaf',?"
"3239.jpg,'Tomato Early blight leaf',?"
"17291.jpg,'Potato leaf late blight',?"
"10557.jpg,'Tomato leaf mosaic virus',?"
"3938.jpg,'Apple rust leaf',?"
"1395.jpg,'Corn Gray leaf spot',?"
"7368.jpg,'Tomato leaf',?"
"2020.jpg,'Tomato Septoria leaf spot',?"
"14125.jpg,'Bell_pepper leaf spot',?"
"10860.jpg,'Corn leaf blight',?"
"3937.jpg,'Tomato Septoria leaf spot',?"
"2950.jpg,'Tomato mold leaf',?"
"12892.jpg,'Peach leaf',?"
"8750.jpg,'Apple leaf',?"
"8859.jpg,'Tomato leaf',?"
"6634.jpg,'Corn rust leaf',?"
"9135.jpg,'Tomato Early blight leaf',?"
"8950.jpg,'Corn rust leaf',?"
"6861.jpg,'Tomato mold leaf',?"
"14982.jpg,'Tomato Septoria leaf spot',?"
"5619.jpg,'grape leaf black rot',?"
"11021.jpg,'Strawberry leaf',?"
"2251.jpg,'Corn rust leaf',?"
"10124.jpg,'Apple leaf',?"
"10745.jpg,'Blueberry leaf',?"
"2823.jpg,'Potato leaf early blight',?"
"5267.jpg,'Strawberry leaf',?"
"8892.jpg,'Tomato leaf',?"
"3950.jpg,'Potato leaf early blight',?"
"1282.jpg,'Potato leaf early blight',?"
"3732.jpg,'Strawberry leaf',?"
"9854.jpg,'Bell_pepper leaf',?"
"17540.jpg,'Tomato leaf',?"
"7955.jpg,'Potato leaf early blight',?"
"11947.jpg,'Corn leaf blight',?"
"18750.jpg,'Strawberry leaf',?"
"11153.jpg,'Tomato Early blight leaf',?"
"6169.jpg,'Potato leaf early blight',?"
"17571.jpg,'Potato leaf early blight',?"
"17432.jpg,'Bell_pepper leaf spot',?"
"7017.jpg,'Corn rust leaf',?"
"3399.jpg,'Tomato leaf',?"
"17822.jpg,'Tomato leaf yellow virus',?"
"10346.jpg,'Peach leaf',?"
"7363.jpg,'Corn Gray leaf spot',?"
"6325.jpg,'Tomato leaf yellow virus',?"
"12069.jpg,'Tomato leaf yellow virus',?"
"6598.jpg,'Bell_pepper leaf spot',?"
"11378.jpg,'Corn rust leaf',?"
"14103.jpg,'Blueberry leaf',?"
"11919.jpg,'Apple leaf',?"
"1881.jpg,'Tomato Septoria leaf spot',?"
"6317.jpg,'Apple leaf',?"
"4929.jpg,'Tomato leaf yellow virus',?"
"7243.jpg,'Tomato Early blight leaf',?"
"15869.jpg,'Corn leaf blight',?"
"11499.jpg,'Tomato Early blight leaf',?"
"3826.jpg,'Potato leaf late blight',?"
"10928.jpg,'Tomato leaf yellow virus',?"
"18546.jpg,'Tomato mold leaf',?"
"3752.jpg,'Bell_pepper leaf',?"
"2577.jpg,'Tomato leaf mosaic virus',?"
"9103.jpg,'Corn rust leaf',?"
"10701.jpg,'Tomato mold leaf',?"
"18195.jpg,'Apple rust leaf',?"
"17576.jpg,'grape leaf black rot',?"
"13472.jpg,'Bell_pepper leaf',?"
"15409.jpg,'Apple rust leaf',?"
"17627.jpg,'Corn Gray leaf spot',?"
"10673.jpg,'Potato leaf late blight',?"
"8613.jpg,'Bell_pepper leaf',?"
"4220.jpg,'Tomato leaf',?"
"19007.jpg,'Peach leaf',?"
"8637.jpg,'Blueberry leaf',?"
"14385.jpg,'Corn Gray leaf spot',?"
"17069.jpg,'Tomato leaf bacterial spot',?"
"18661.jpg,'Potato leaf late blight',?"
"16670.jpg,'Peach leaf',?"
"12236.jpg,'Apple rust leaf',?"
"12332.jpg,'Tomato Early blight leaf',?"
"19829.jpg,'Potato leaf early blight',?"
"15896.jpg,'Peach leaf',?"
"11081.jpg,'Tomato Early blight leaf',?"
"7518.jpg,'Corn rust leaf',?"
"19960.jpg,'Corn Gray leaf spot',?"
"14460.jpg,'Strawberry leaf',?"
"14412.jpg,'grape leaf black rot',?"
"18021.jpg,'Tomato leaf mosaic virus',?"
"10233.jpg,'Corn leaf blight',?"
"3455.jpg,'Tomato leaf bacterial spot',?"
"5418.jpg,'Corn leaf blight',?"
"13813.jpg,'Peach leaf',?"
"5728.jpg,'Tomato leaf',?"
"13665.jpg,'Tomato leaf bacterial spot',?"
"18678.jpg,'grape leaf black rot',?"
"5666.jpg,'Tomato leaf yellow virus',?"
"14443.jpg,'Corn rust leaf',?"
"8704.jpg,'Corn leaf blight',?"
"16620.jpg,'Apple leaf',?"
"12907.jpg,'Corn rust leaf',?"
"4489.jpg,'Potato leaf late blight',?"
"16847.jpg,'Peach leaf',?"
"15460.jpg,'Apple leaf',?"
"18103.jpg,'Potato leaf early blight',?"
"18594.jpg,'Corn Gray leaf spot',?"
"14485.jpg,'Apple leaf',?"
"18213.jpg,'Peach leaf',?"
"9040.jpg,'Corn Gray leaf spot',?"
"14186.jpg,'Apple rust leaf',?"
"1466.jpg,'Tomato leaf mosaic virus',?"
"9903.jpg,'Tomato Early blight leaf',?"
"8406.jpg,'Potato leaf late blight',?"
"18603.jpg,'Tomato leaf mosaic virus',?"
"5827.jpg,'Tomato leaf',?"
"2238.jpg,'Tomato Septoria leaf spot',?"
"7410.jpg,'Blueberry leaf',?"
"16869.jpg,'Corn rust leaf',?"
"15760.jpg,'Apple rust leaf',?"
"9063.jpg,'grape leaf black rot',?"
"16857.jpg,'Corn Gray leaf spot',?"
"18682.jpg,'Potato leaf late blight',?"
"13649.jpg,'grape leaf black rot',?"
"14612.jpg,'Corn Gray leaf spot',?"
"12343.jpg,'Tomato leaf bacterial spot',?"
"1737.jpg,'Bell_pepper leaf',?"
"4565.jpg,'grape leaf black rot',?"
"14869.jpg,'Potato leaf late blight',?"
"7751.jpg,'Bell_pepper leaf spot',?"
"7698.jpg,'Bell_pepper leaf spot',?"
"9391.jpg,'Strawberry leaf',?"
"8668.jpg,'Tomato mold leaf',?"
"3360.jpg,'Potato leaf early blight',?"
"4757.jpg,'Corn rust leaf',?"
"10926.jpg,'Corn leaf blight',?"
"6576.jpg,'Peach leaf',?"
"19578.jpg,'Corn Gray leaf spot',?"
"17616.jpg,'Tomato leaf',?"
"12718.jpg,'Blueberry leaf',?"
"13072.jpg,'Apple leaf',?"
"19600.jpg,'Corn leaf blight',?"
"3884.jpg,'Tomato mold leaf',?"
"19099.jpg,'Peach leaf',?"
"7978.jpg,'Tomato leaf yellow virus',?"
"5473.jpg,'Blueberry leaf',?"
"7590.jpg,'grape leaf black rot',?"
"6908.jpg,'Tomato leaf mosaic virus',?"
"17989.jpg,'Tomato Early blight leaf',?"
"15416.jpg,'Apple leaf',?"
"9756.jpg,'Corn Gray leaf spot',?"
"14114.jpg,'Bell_pepper leaf',?"
"1943.jpg,'Corn leaf blight',?"
"1257.jpg,'Apple rust leaf',?"
"18503.jpg,'Bell_pepper leaf',?"
"2301.jpg,'Tomato leaf',?"
"5922.jpg,'Tomato leaf',?"
"16328.jpg,'Peach leaf',?"
"16285.jpg,'Bell_pepper leaf spot',?"
"3996.jpg,'Tomato mold leaf',?"
"5492.jpg,'Corn rust leaf',?"
"18453.jpg,'Tomato Early blight leaf',?"
"14695.jpg,'Bell_pepper leaf spot',?"
"13870.jpg,'Potato leaf late blight',?"
"18652.jpg,'Tomato mold leaf',?"
"5796.jpg,'Apple rust leaf',?"
"16710.jpg,'Blueberry leaf',?"
"6765.jpg,'Tomato Septoria leaf spot',?"
"8861.jpg,'Tomato Septoria leaf spot',?"
"13424.jpg,'Tomato leaf mosaic virus',?"
"3014.jpg,'Corn rust leaf',?"
"19134.jpg,'Corn leaf blight',?"
"6814.jpg,'Tomato Early blight leaf',?"
"8860.jpg,'Tomato Early blight leaf',?"
"16809.jpg,'Potato leaf late blight',?"
"15805.jpg,'Apple leaf',?"
"8915.jpg,'Apple rust leaf',?"
"10961.jpg,'Corn rust leaf',?"
"11829.jpg,'Potato leaf late blight',?"
"6721.jpg,'Potato leaf late blight',?"
"6165.jpg,'Bell_pepper leaf',?"
"6843.jpg,'Strawberry leaf',?"
"14407.jpg,'Apple leaf',?"
"12005.jpg,'Tomato leaf yellow virus',?"
"17267.jpg,'Tomato Early blight leaf',?"
"16734.jpg,'Apple rust leaf',?"
"6785.jpg,'Tomato mold leaf',?"
"4309.jpg,'Bell_pepper leaf spot',?"
"8980.jpg,'Tomato Early blight leaf',?"
"10454.jpg,'Tomato leaf yellow virus',?"
"11132.jpg,'Tomato mold leaf',?"
"19607.jpg,'Corn rust leaf',?"
"16951.jpg,'Apple leaf',?"
"8446.jpg,'Strawberry leaf',?"
"11354.jpg,'Tomato leaf yellow virus',?"
"11144.jpg,'Peach leaf',?"
